	featureCounts on data 80: Counts	featureCounts on data 81: Counts	featureCounts on data 82: Counts	featureCounts on data 77: Counts	featureCounts on data 78: Counts	featureCounts on data 79: Counts
441869	105.696693777272	80.4748779924115	24.6546760403758	37.1246400606088	90.456338521263	143.602078630794
643965	1.12443291252417	0	7.97651283659216	0	0	33.3156822423442
102724312	56.2216456262086	15.8682858013206	66.7126528151344	9.99509540093313	9.7414518407514	49.3991150489932
64856	3267.60204379524	2778.08346421691	3268.19485041099	1942.61818470993	5540.10282543304	9465.1002067129
219293	303.596886381526	109.944551623435	250.172448056754	10.7090307867141	19.4829036815028	186.108293905509
83858	1106.44198592378	1891.72635731457	250.172448056754	269.153640439414	698.6012605796	716.861576524924
55210	672.410881689454	1504.08680416803	436.532793420771	417.652200681849	1160.62440502667	718.01039315397
339453	24.7375240755318	21.5355307303636	7.97651283659216	4.99754770046657	5.5665439090008	20.6786993228343
29101	3592.56315551473	2661.33821867862	1694.64640901053	1248.67298973086	4059.40214563883	2435.49125357827
643988	942.274780695256	174.551143814526	232.044009791772	358.395563662031	816.890318645867	667.462461475931
142678	1799.09266003867	1540.3571717139	541.677735357667	595.422111741303	1191.24039652617	1704.84387750479
8510	5.62216456262086	10.2010408722775	13.7776130813865	4.28361231468563	5.5665439090008	22.976332580927
984	1142.42383912456	712.939412073617	502.520308705306	462.630129986048	1256.64728745693	927.095019640406
728661	2554.71157725492	1135.71588378023	2777.27674219527	2683.68311515055	2344.90662166659	1697.95097773051
8511	1.12443291252417	1.13344898580861	0	6.42541847202844	0	4.59526651618541
728642	519.488005586167	470.381329110574	233.49428485297	252.019191180671	645.719093444093	427.359786005243
9906	350.823068707541	251.625674849512	467.71370723654	256.302803495357	494.030771923821	621.509796314077
65220	1787.84833091343	1567.55994737331	938.327964595477	1055.19650018423	2966.96790349743	1591.1110312292
2782	9824.17035672368	4660.74222964501	7681.38186163825	5206.0168331146	11389.1488378156	10450.7848744347
105378949	13.4931949502901	3.40034695742584	6.52623777539358	4.28361231468563	11.1330878180016	6.89289977427811
163688	57.3460785387327	13.6013878297034	12.3273380201879	11.422966172495	4.1749079317506	27.5715990971125
339456	111.318858339893	12.4679388438947	7.97651283659216	24.2738031165519	30.6159914995044	83.8636139203837
85452	21.3642253379593	17.0017347871292	7.97651283659216	0.713935385780938	0	67.7801811137348
